Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Day,Order Month,Order Year,month_no,Month,year,Profit Margin,Discount Amount,Sales Per Unit
OD1740,Adavan,Beverages,Health Drinks,Tirunelveli,2015-06-01,South,815,0.29,171.15,Tamil Nadu,1,6,2015,6,June,2015,21.0,236.35,1147.89
OD1744,Hafiz,Oil & Masala,Masalas,Tirunelveli,2018-12-07,South,2384,0.17,715.2,Tamil Nadu,7,12,2018,12,December,2018,30.0,405.28,2872.29
OD1745,Anu,Beverages,Soft Drinks,Trichy,2015-02-11,South,2010,0.15,402.0,Tamil Nadu,11,2,2015,2,February,2015,20.0,301.5,2364.71
OD1753,Adavan,Fruits & Veggies,Fresh Fruits,Virudhunagar,2018-06-03,South,1646,0.13,510.26,Tamil Nadu,3,6,2018,6,June,2018,31.0,213.98,1891.95
OD1755,Arvind,Food Grains,Dals & Pulses,Tirunelveli,2018-09-04,South,2122,0.33,742.7,Tamil Nadu,4,9,2018,9,September,2018,35.0,700.26,3167.16
OD1760,Roshan,Fruits & Veggies,Fresh Fruits,Ooty,2018-06-12,South,1184,0.33,106.56,Tamil Nadu,12,6,2018,6,June,2018,9.0,390.72,1767.16
OD1761,Amrish,Bakery,Breads & Buns,Cumbum,2016-04-11,South,2398,0.3,599.5,Tamil Nadu,11,4,2016,4,April,2016,25.0,719.4,3425.71
OD1768,Ganesh,Bakery,Breads & Buns,Pudukottai,2017-03-08,South,2395,0.22,1053.8,Tamil Nadu,8,3,2017,3,March,2017,44.0,526.9,3070.51
OD1769,Arvind,Food Grains,Dals & Pulses,Pudukottai,2016-04-11,South,993,0.33,377.34,Tamil Nadu,11,4,2016,4,April,2016,38.0,327.69,1482.09
OD1770,Sheeba,Bakery,Biscuits,Nagercoil,2016-12-03,South,1275,0.28,484.5,Tamil Nadu,3,12,2016,12,December,2016,38.0,357.0,1770.83
OD1771,Sundar,Oil & Masala,Masalas,Salem,2015-11-03,South,1797,0.19,521.13,Tamil Nadu,3,11,2015,11,November,2015,29.0,341.43,2218.52
OD1772,Ganesh,Beverages,Health Drinks,Bodi,2016-08-11,South,732,0.13,314.76,Tamil Nadu,11,8,2016,8,August,2016,43.0,95.16,841.38
OD1773,Roshan,Food Grains,Rice,Perambalur,2018-09-09,South,2069,0.23,806.91,Tamil Nadu,9,9,2018,9,September,2018,39.0,475.87,2687.01
OD1786,Yadav,Fruits & Veggies,Fresh Fruits,Kanyakumari,2018-05-01,South,1827,0.29,694.26,Tamil Nadu,1,5,2018,5,May,2018,38.0,529.83,2573.24
OD1789,Muneer,Fruits & Veggies,Fresh Fruits,Theni,2017-05-05,South,824,0.22,107.12,Tamil Nadu,5,5,2017,5,May,2017,13.0,181.28,1056.41
OD1792,Ganesh,Oil & Masala,Masalas,Viluppuram,2017-05-02,South,1859,0.22,446.16,Tamil Nadu,2,5,2017,5,May,2017,24.0,408.98,2383.33
OD1793,Hafiz,Bakery,Cakes,Coimbatore,2017-09-02,South,955,0.26,296.05,Tamil Nadu,2,9,2017,9,September,2017,31.0,248.3,1290.54
OD1794,Amrish,Bakery,Biscuits,Karur,2015-11-03,South,2101,0.25,819.39,Tamil Nadu,3,11,2015,11,November,2015,39.0,525.25,2801.33
OD1798,Roshan,Bakery,Breads & Buns,Viluppuram,2018-05-01,South,1341,0.16,482.76,Tamil Nadu,1,5,2018,5,May,2018,36.0,214.56,1596.43
OD1800,Sundar,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2015-12-12,West,2494,0.13,847.96,Tamil Nadu,12,12,2015,12,December,2015,34.0,324.22,2866.67
OD1801,Haseena,Food Grains,Dals & Pulses,Salem,2018-11-06,West,1857,0.31,631.38,Tamil Nadu,6,11,2018,11,November,2018,34.0,575.67,2691.3
OD1803,Anu,Beverages,Health Drinks,Nagercoil,2018-08-07,West,1201,0.31,312.26,Tamil Nadu,7,8,2018,8,August,2018,26.0,372.31,1740.58
OD1805,Ridhesh,Bakery,Cakes,Pudukottai,2017-09-08,West,1147,0.18,344.1,Tamil Nadu,8,9,2017,9,September,2017,30.0,206.46,1398.78
OD1807,Surya,Snacks,Chocolates,Cumbum,2015-08-11,West,1143,0.32,137.16,Tamil Nadu,11,8,2015,8,August,2015,12.0,365.76,1680.88
OD1811,Akash,Bakery,Breads & Buns,Kanyakumari,2018-12-01,West,2073,0.28,642.63,Tamil Nadu,1,12,2018,12,December,2018,31.0,580.44,2879.17
OD1817,Veena,"Eggs, Meat & Fish",Mutton,Perambalur,2018-02-02,West,976,0.11,409.92,Tamil Nadu,2,2,2018,2,February,2018,42.0,107.36,1096.63
OD1822,Yadav,Beverages,Health Drinks,Dindigul,2015-11-04,West,2296,0.15,1010.24,Tamil Nadu,4,11,2015,11,November,2015,44.0,344.4,2701.18
OD1823,Krithika,Fruits & Veggies,Organic Vegetables,Bodi,2015-11-10,West,1363,0.15,558.83,Tamil Nadu,10,11,2015,11,November,2015,41.0,204.45,1603.53
OD1824,Ravi,Fruits & Veggies,Fresh Fruits,Madurai,2018-10-02,West,1549,0.25,309.8,Tamil Nadu,2,10,2018,10,October,2018,20.0,387.25,2065.33
OD1825,Hussain,"Eggs, Meat & Fish",Fish,Bodi,2017-11-11,West,880,0.22,237.6,Tamil Nadu,11,11,2017,11,November,2017,27.0,193.6,1128.21
OD1826,Ram,"Eggs, Meat & Fish",Eggs,Tenkasi,2017-12-01,West,1485,0.24,623.7,Tamil Nadu,1,12,2017,12,December,2017,42.0,356.4,1953.95
OD1828,Krithika,Beverages,Health Drinks,Chennai,2018-07-08,West,645,0.11,103.2,Tamil Nadu,8,7,2018,7,July,2018,16.0,70.95,724.72
OD1831,Arutra,Food Grains,Dals & Pulses,Dharmapuri,2018-07-03,West,588,0.13,235.2,Tamil Nadu,3,7,2018,7,July,2018,40.0,76.44,675.86
OD1834,Vidya,Snacks,Noodles,Tenkasi,2018-04-02,West,1192,0.17,393.36,Tamil Nadu,2,4,2018,4,April,2018,33.0,202.64,1436.14
OD1839,Sheeba,Food Grains,Rice,Viluppuram,2015-09-11,West,1245,0.13,112.05,Tamil Nadu,11,9,2015,9,September,2015,9.0,161.85,1431.03
OD1845,Rumaiza,Bakery,Cakes,Nagercoil,2015-08-12,West,2289,0.31,389.13,Tamil Nadu,12,8,2015,8,August,2015,17.0,709.59,3317.39
OD1846,Veronica,Food Grains,Atta & Flour,Tirunelveli,2015-12-01,West,1900,0.14,152.0,Tamil Nadu,1,12,2015,12,December,2015,8.0,266.0,2209.3
OD1847,Vinne,Oil & Masala,Masalas,Bodi,2016-12-12,West,2307,0.23,184.56,Tamil Nadu,12,12,2016,12,December,2016,8.0,530.61,2996.1
OD1850,Sudeep,Beverages,Soft Drinks,Perambalur,2018-11-03,West,2475,0.31,198.0,Tamil Nadu,3,11,2018,11,November,2018,8.0,767.25,3586.96
OD1851,Arutra,"Eggs, Meat & Fish",Fish,Bodi,2016-11-08,West,2358,0.24,801.72,Tamil Nadu,8,11,2016,11,November,2016,34.0,565.92,3102.63
OD1854,Vinne,Beverages,Health Drinks,Theni,2017-05-06,West,1022,0.22,275.94,Tamil Nadu,6,5,2017,5,May,2017,27.0,224.84,1310.26
OD1855,Hussain,Snacks,Cookies,Krishnagiri,2018-09-07,West,877,0.13,219.25,Tamil Nadu,7,9,2018,9,September,2018,25.0,114.01,1008.05
OD1863,Anu,Bakery,Cakes,Kanyakumari,2017-04-08,West,1244,0.26,510.04,Tamil Nadu,8,4,2017,4,April,2017,41.0,323.44,1681.08
OD1864,Vince,Food Grains,Atta & Flour,Perambalur,2015-11-10,West,1896,0.35,701.52,Tamil Nadu,10,11,2015,11,November,2015,37.0,663.6,2916.92
OD1866,Haseena,Bakery,Biscuits,Bodi,2016-10-08,West,783,0.24,180.09,Tamil Nadu,8,10,2016,10,October,2016,23.0,187.92,1030.26
OD1868,Shah,Beverages,Soft Drinks,Nagercoil,2017-07-07,West,688,0.17,151.36,Tamil Nadu,7,7,2017,7,July,2017,22.0,116.96,828.92
OD1871,Harish,Oil & Masala,Spices,Dharmapuri,2016-12-04,West,2207,0.27,684.17,Tamil Nadu,4,12,2016,12,December,2016,31.0,595.89,3023.29
OD1873,Amrish,Beverages,Health Drinks,Perambalur,2017-12-12,West,790,0.2,244.9,Tamil Nadu,12,12,2017,12,December,2017,31.0,158.0,987.5
OD1874,Sudha,Snacks,Noodles,Theni,2016-11-02,West,2207,0.24,220.7,Tamil Nadu,2,11,2016,11,November,2016,10.0,529.68,2903.95
OD1880,Willams,Snacks,Noodles,Cumbum,2016-03-06,West,1288,0.11,257.6,Tamil Nadu,6,3,2016,3,March,2016,20.0,141.68,1447.19
OD1884,Ram,"Eggs, Meat & Fish",Eggs,Ooty,2018-11-09,West,1838,0.29,367.6,Tamil Nadu,9,11,2018,11,November,2018,20.0,533.02,2588.73
OD1887,Veronica,Food Grains,Atta & Flour,Ooty,2017-09-02,West,1095,0.17,219.0,Tamil Nadu,2,9,2017,9,September,2017,20.0,186.15,1319.28
OD1889,Haseena,Snacks,Chocolates,Trichy,2018-07-03,West,2396,0.32,958.4,Tamil Nadu,3,7,2018,7,July,2018,40.0,766.72,3523.53
OD1890,Vidya,Beverages,Soft Drinks,Namakkal,2018-01-01,West,2341,0.25,632.07,Tamil Nadu,1,1,2018,1,January,2018,27.0,585.25,3121.33
OD1892,Sudeep,Fruits & Veggies,Organic Fruits,Pudukottai,2016-10-03,West,2452,0.25,931.76,Tamil Nadu,3,10,2016,10,October,2016,38.0,613.0,3269.33
OD1894,James,Bakery,Biscuits,Salem,2017-12-03,West,1863,0.12,111.78,Tamil Nadu,3,12,2017,12,December,2017,6.0,223.56,2117.05
OD1895,Kumar,Bakery,Cakes,Tenkasi,2018-10-07,West,1878,0.26,225.36,Tamil Nadu,7,10,2018,10,October,2018,12.0,488.28,2537.84
OD1898,Vinne,Fruits & Veggies,Organic Vegetables,Perambalur,2016-09-05,West,2341,0.19,1053.45,Tamil Nadu,5,9,2016,9,September,2016,45.0,444.79,2890.12
OD1899,Adavan,Snacks,Noodles,Madurai,2016-11-02,West,602,0.2,150.5,Tamil Nadu,2,11,2016,11,November,2016,25.0,120.4,752.5
OD1901,Adavan,Beverages,Health Drinks,Ramanadhapuram,2016-12-03,West,2112,0.28,760.32,Tamil Nadu,3,12,2016,12,December,2016,36.0,591.36,2933.33
OD1904,Ganesh,Food Grains,Atta & Flour,Chennai,2016-09-05,West,2012,0.25,321.92,Tamil Nadu,5,9,2016,9,September,2016,16.0,503.0,2682.67
OD1905,Harish,Oil & Masala,Masalas,Namakkal,2017-04-09,West,2193,0.2,394.74,Tamil Nadu,9,4,2017,4,April,2017,18.0,438.6,2741.25
OD1908,Vidya,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2015-11-11,West,2213,0.22,840.94,Tamil Nadu,11,11,2015,11,November,2015,38.0,486.86,2837.18
OD1910,Hafiz,"Eggs, Meat & Fish",Fish,Madurai,2015-05-10,West,2038,0.23,896.72,Tamil Nadu,10,5,2015,5,May,2015,44.0,468.74,2646.75
OD1911,James,Fruits & Veggies,Fresh Vegetables,Viluppuram,2018-08-07,West,971,0.12,368.98,Tamil Nadu,7,8,2018,8,August,2018,38.0,116.52,1103.41
OD1918,Verma,Snacks,Cookies,Namakkal,2018-09-07,West,1410,0.19,169.2,Tamil Nadu,7,9,2018,9,September,2018,12.0,267.9,1740.74
OD1924,Esther,Food Grains,Rice,Chennai,2017-02-04,West,1316,0.22,592.2,Tamil Nadu,4,2,2017,2,February,2017,45.0,289.52,1687.18
OD1926,Ram,Snacks,Cookies,Trichy,2018-09-02,West,921,0.1,349.98,Tamil Nadu,2,9,2018,9,September,2018,38.0,92.1,1023.33
OD1928,Adavan,Food Grains,Atta & Flour,Pudukottai,2018-03-03,West,687,0.18,178.62,Tamil Nadu,3,3,2018,3,March,2018,26.0,123.66,837.8
OD1929,Alan,Fruits & Veggies,Fresh Fruits,Pudukottai,2018-07-06,West,2264,0.28,679.2,Tamil Nadu,6,7,2018,7,July,2018,30.0,633.92,3144.44
OD1935,Anu,Beverages,Soft Drinks,Perambalur,2016-07-06,West,2452,0.25,196.16,Tamil Nadu,6,7,2016,7,July,2016,8.0,613.0,3269.33
OD1937,Jonas,Beverages,Soft Drinks,Vellore,2017-06-09,West,697,0.35,209.1,Tamil Nadu,9,6,2017,6,June,2017,30.0,243.95,1072.31
OD1938,James,Beverages,Health Drinks,Dindigul,2017-11-11,West,801,0.25,72.09,Tamil Nadu,11,11,2017,11,November,2017,9.0,200.25,1068.0
OD1941,Harish,Food Grains,Dals & Pulses,Theni,2017-07-08,West,1331,0.11,572.33,Tamil Nadu,8,7,2017,7,July,2017,43.0,146.41,1495.51
OD1944,Adavan,Oil & Masala,Edible Oil & Ghee,Vellore,2015-06-08,West,1008,0.29,262.08,Tamil Nadu,8,6,2015,6,June,2015,26.0,292.32,1419.72
OD1949,Komal,"Eggs, Meat & Fish",Mutton,Theni,2017-09-02,West,2284,0.27,799.4,Tamil Nadu,2,9,2017,9,September,2017,35.0,616.68,3128.77
OD1951,Shah,Fruits & Veggies,Organic Vegetables,Cumbum,2015-11-12,West,2232,0.14,424.08,Tamil Nadu,12,11,2015,11,November,2015,19.0,312.48,2595.35
OD1953,Amrish,Beverages,Soft Drinks,Salem,2017-06-11,West,590,0.35,88.5,Tamil Nadu,11,6,2017,6,June,2017,15.0,206.5,907.69
OD1954,Vince,"Eggs, Meat & Fish",Chicken,Vellore,2017-12-03,West,1515,0.27,424.2,Tamil Nadu,3,12,2017,12,December,2017,28.0,409.05,2075.34
OD1957,Arutra,Beverages,Soft Drinks,Perambalur,2015-03-03,West,2413,0.28,530.86,Tamil Nadu,3,3,2015,3,March,2015,22.0,675.64,3351.39
OD1965,Roshan,"Eggs, Meat & Fish",Eggs,Salem,2016-10-05,West,1213,0.11,97.04,Tamil Nadu,5,10,2016,10,October,2016,8.0,133.43,1362.92
OD1966,Mathew,Fruits & Veggies,Fresh Vegetables,Kanyakumari,2015-07-12,West,571,0.24,148.46,Tamil Nadu,12,7,2015,7,July,2015,26.0,137.04,751.32
OD1968,Jonas,"Eggs, Meat & Fish",Eggs,Karur,2015-08-08,West,1835,0.1,605.55,Tamil Nadu,8,8,2015,8,August,2015,33.0,183.5,2038.89
OD1970,Veena,Oil & Masala,Masalas,Nagercoil,2018-11-03,West,2404,0.24,312.52,Tamil Nadu,3,11,2018,11,November,2018,13.0,576.96,3163.16
OD1971,Veena,Food Grains,Rice,Vellore,2015-11-04,West,1751,0.22,525.3,Tamil Nadu,4,11,2015,11,November,2015,30.0,385.22,2244.87
OD1972,Ganesh,"Eggs, Meat & Fish",Mutton,Namakkal,2017-02-05,West,927,0.18,83.43,Tamil Nadu,5,2,2017,2,February,2017,9.0,166.86,1130.49
OD1975,Peer,Beverages,Health Drinks,Trichy,2016-02-09,West,530,0.25,201.4,Tamil Nadu,9,2,2016,2,February,2016,38.0,132.5,706.67
OD1978,Peer,Snacks,Noodles,Tenkasi,2015-09-10,West,1016,0.19,111.76,Tamil Nadu,10,9,2015,9,September,2015,11.0,193.04,1254.32
OD1979,Akash,Oil & Masala,Masalas,Coimbatore,2015-09-08,West,583,0.21,215.71,Tamil Nadu,8,9,2015,9,September,2015,37.0,122.43,737.97
OD1980,Akash,Bakery,Cakes,Salem,2016-12-11,West,1682,0.17,386.86,Tamil Nadu,11,12,2016,12,December,2016,23.0,285.94,2026.51
OD1987,Adavan,Snacks,Noodles,Namakkal,2016-12-06,West,1030,0.26,247.2,Tamil Nadu,6,12,2016,12,December,2016,24.0,267.8,1391.89
OD1989,Yadav,Fruits & Veggies,Organic Vegetables,Vellore,2017-04-12,West,2233,0.19,513.59,Tamil Nadu,12,4,2017,4,April,2017,23.0,424.27,2756.79
OD1991,Sheeba,Fruits & Veggies,Fresh Vegetables,Salem,2016-12-11,West,1517,0.11,530.95,Tamil Nadu,11,12,2016,12,December,2016,35.0,166.87,1704.49
OD1993,Adavan,Fruits & Veggies,Fresh Fruits,Virudhunagar,2016-08-02,West,981,0.26,245.25,Tamil Nadu,2,8,2016,8,August,2016,25.0,255.06,1325.68
OD1995,Sudeep,Oil & Masala,Edible Oil & Ghee,Tenkasi,2016-12-11,West,1867,0.24,112.02,Tamil Nadu,11,12,2016,12,December,2016,6.0,448.08,2456.58
OD1996,Hafiz,Beverages,Health Drinks,Madurai,2016-10-05,West,1773,0.23,531.9,Tamil Nadu,5,10,2016,10,October,2016,30.0,407.79,2302.6
OD1998,Kumar,Bakery,Cakes,Nagercoil,2016-12-11,West,835,0.2,91.85,Tamil Nadu,11,12,2016,12,December,2016,11.0,167.0,1043.75
OD1999,Shah,Bakery,Breads & Buns,Karur,2018-10-02,West,2399,0.12,1079.55,Tamil Nadu,2,10,2018,10,October,2018,45.0,287.88,2726.14
OD2002,Sundar,"Eggs, Meat & Fish",Fish,Perambalur,2016-02-08,Central,948,0.16,398.16,Tamil Nadu,8,2,2016,2,February,2016,42.0,151.68,1128.57
OD2004,Ravi,Food Grains,Organic Staples,Chennai,2016-02-08,Central,969,0.34,145.35,Tamil Nadu,8,2,2016,2,February,2016,15.0,329.46,1468.18
OD2005,Vince,Oil & Masala,Edible Oil & Ghee,Madurai,2016-12-11,Central,781,0.16,218.68,Tamil Nadu,11,12,2016,12,December,2016,28.0,124.96,929.76
OD2006,Mathew,Beverages,Soft Drinks,Tirunelveli,2018-10-03,Central,1676,0.32,234.64,Tamil Nadu,3,10,2018,10,October,2018,14.0,536.32,2464.71
OD2008,Amrish,Bakery,Cakes,Viluppuram,2016-02-08,Central,626,0.1,175.28,Tamil Nadu,8,2,2016,2,February,2016,28.0,62.6,695.56
OD2010,Kumar,Beverages,Soft Drinks,Vellore,2018-11-02,Central,2301,0.23,391.17,Tamil Nadu,2,11,2018,11,November,2018,17.0,529.23,2988.31
OD2015,Sudha,Food Grains,Dals & Pulses,Chennai,2015-12-01,Central,1934,0.16,348.12,Tamil Nadu,1,12,2015,12,December,2015,18.0,309.44,2302.38
OD2016,Verma,"Eggs, Meat & Fish",Mutton,Chennai,2016-08-07,Central,1730,0.28,778.5,Tamil Nadu,7,8,2016,8,August,2016,45.0,484.4,2402.78
OD2018,Sundar,Beverages,Health Drinks,Ramanadhapuram,2018-11-02,Central,1340,0.29,214.4,Tamil Nadu,2,11,2018,11,November,2018,16.0,388.6,1887.32
OD2021,Sabeela,Bakery,Biscuits,Bodi,2017-09-06,Central,978,0.21,195.6,Tamil Nadu,6,9,2017,9,September,2017,20.0,205.38,1237.97
OD2023,Esther,Snacks,Cookies,Kanyakumari,2016-12-05,Central,566,0.3,169.8,Tamil Nadu,5,12,2016,12,December,2016,30.0,169.8,808.57
OD2024,Hussain,Oil & Masala,Masalas,Perambalur,2015-05-04,Central,1347,0.31,444.51,Tamil Nadu,4,5,2015,5,May,2015,33.0,417.57,1952.17
OD2027,Alan,Oil & Masala,Edible Oil & Ghee,Bodi,2015-07-11,Central,1818,0.23,781.74,Tamil Nadu,11,7,2015,7,July,2015,43.0,418.14,2361.04
OD2029,Ganesh,Oil & Masala,Spices,Vellore,2018-12-03,Central,900,0.15,99.0,Tamil Nadu,3,12,2018,12,December,2018,11.0,135.0,1058.82
OD2031,Ramesh,Oil & Masala,Edible Oil & Ghee,Bodi,2018-08-07,Central,690,0.33,41.4,Tamil Nadu,7,8,2018,8,August,2018,6.0,227.7,1029.85
OD2034,Jackson,Fruits & Veggies,Fresh Vegetables,Karur,2018-04-03,Central,1610,0.15,627.9,Tamil Nadu,3,4,2018,4,April,2018,39.0,241.5,1894.12
OD2040,Arutra,Food Grains,Dals & Pulses,Salem,2015-06-03,Central,794,0.22,277.9,Tamil Nadu,3,6,2015,6,June,2015,35.0,174.68,1017.95
OD2042,Ravi,"Eggs, Meat & Fish",Chicken,Madurai,2015-06-03,Central,2368,0.2,663.04,Tamil Nadu,3,6,2015,6,June,2015,28.0,473.6,2960.0
OD2048,Hussain,Food Grains,Organic Staples,Perambalur,2015-05-04,Central,1399,0.14,139.9,Tamil Nadu,4,5,2015,5,May,2015,10.0,195.86,1626.74
OD2050,Shree,Snacks,Chocolates,Dindigul,2015-09-01,Central,1716,0.3,514.8,Tamil Nadu,1,9,2015,9,September,2015,30.0,514.8,2451.43
OD2056,Anu,Food Grains,Atta & Flour,Krishnagiri,2015-12-02,Central,1331,0.35,266.2,Tamil Nadu,2,12,2015,12,December,2015,20.0,465.85,2047.69
OD2062,Amrish,Snacks,Noodles,Chennai,2018-12-11,Central,1778,0.21,551.18,Tamil Nadu,11,12,2018,12,December,2018,31.0,373.38,2250.63
OD2067,Yadav,Oil & Masala,Spices,Namakkal,2017-10-10,Central,2114,0.33,803.32,Tamil Nadu,10,10,2017,10,October,2017,38.0,697.62,3155.22
OD2069,Malik,"Eggs, Meat & Fish",Mutton,Krishnagiri,2015-09-01,Central,663,0.3,92.82,Tamil Nadu,1,9,2015,9,September,2015,14.0,198.9,947.14
OD2074,Sudha,Bakery,Cakes,Madurai,2017-08-04,Central,2056,0.14,431.76,Tamil Nadu,4,8,2017,8,August,2017,21.0,287.84,2390.7
OD2081,Veena,Bakery,Biscuits,Karur,2015-09-02,East,2122,0.22,212.2,Tamil Nadu,2,9,2015,9,September,2015,10.0,466.84,2720.51
OD2085,Ram,Snacks,Chocolates,Coimbatore,2017-03-09,East,2383,0.29,119.15,Tamil Nadu,9,3,2017,3,March,2017,5.0,691.07,3356.34
OD2088,Veronica,Oil & Masala,Spices,Theni,2015-06-06,East,1623,0.35,194.76,Tamil Nadu,6,6,2015,6,June,2015,12.0,568.05,2496.92
OD2093,Sudha,Bakery,Breads & Buns,Viluppuram,2018-10-12,East,1441,0.25,605.22,Tamil Nadu,12,10,2018,10,October,2018,42.0,360.25,1921.33
OD2096,Malik,Beverages,Soft Drinks,Krishnagiri,2017-11-07,East,556,0.18,111.2,Tamil Nadu,7,11,2017,11,November,2017,20.0,100.08,678.05
OD2097,Veronica,Fruits & Veggies,Fresh Fruits,Vellore,2018-09-07,East,2335,0.18,677.15,Tamil Nadu,7,9,2018,9,September,2018,29.0,420.3,2847.56
OD2098,Sudeep,Beverages,Soft Drinks,Dharmapuri,2017-12-04,East,1324,0.34,66.2,Tamil Nadu,4,12,2017,12,December,2017,5.0,450.16,2006.06
OD2099,Sundar,"Eggs, Meat & Fish",Eggs,Theni,2016-08-09,East,1400,0.1,462.0,Tamil Nadu,9,8,2016,8,August,2016,33.0,140.0,1555.56
OD2100,Hussain,Bakery,Breads & Buns,Ooty,2016-04-07,East,1768,0.33,654.16,Tamil Nadu,7,4,2016,4,April,2016,37.0,583.44,2638.81
OD2102,Vince,"Eggs, Meat & Fish",Fish,Kanyakumari,2018-12-02,East,1548,0.34,216.72,Tamil Nadu,2,12,2018,12,December,2018,14.0,526.32,2345.45
OD2110,Jackson,"Eggs, Meat & Fish",Chicken,Coimbatore,2015-09-02,East,1612,0.16,225.68,Tamil Nadu,2,9,2015,9,September,2015,14.0,257.92,1919.05
OD2114,Veronica,Bakery,Cakes,Dharmapuri,2016-08-09,East,1637,0.18,441.99,Tamil Nadu,9,8,2016,8,August,2016,27.0,294.66,1996.34
OD2116,Vinne,Beverages,Health Drinks,Pudukottai,2018-12-05,East,2231,0.32,423.89,Tamil Nadu,5,12,2018,12,December,2018,19.0,713.92,3280.88
OD2117,Surya,Oil & Masala,Spices,Namakkal,2017-03-09,East,2110,0.1,611.9,Tamil Nadu,9,3,2017,3,March,2017,29.0,211.0,2344.44
OD2118,Ramesh,Food Grains,Organic Staples,Virudhunagar,2015-09-02,East,1840,0.16,588.8,Tamil Nadu,2,9,2015,9,September,2015,32.0,294.4,2190.48
OD2119,Sudha,Bakery,Breads & Buns,Tirunelveli,2016-08-09,East,2139,0.35,106.95,Tamil Nadu,9,8,2016,8,August,2016,5.0,748.65,3290.77
OD2122,Amrish,Food Grains,Rice,Viluppuram,2017-12-04,East,1878,0.14,131.46,Tamil Nadu,4,12,2017,12,December,2017,7.0,262.92,2183.72
OD2123,Muneer,Snacks,Chocolates,Trichy,2017-11-07,East,2021,0.11,505.25,Tamil Nadu,7,11,2017,11,November,2017,25.0,222.31,2270.79
OD2124,Arvind,"Eggs, Meat & Fish",Fish,Theni,2015-09-10,East,1263,0.3,429.42,Tamil Nadu,10,9,2015,9,September,2015,34.0,378.9,1804.29
OD2125,Akash,Beverages,Soft Drinks,Cumbum,2017-03-09,East,1176,0.27,246.96,Tamil Nadu,9,3,2017,3,March,2017,21.0,317.52,1610.96
OD2126,Peer,"Eggs, Meat & Fish",Chicken,Cumbum,2017-11-07,East,1948,0.25,155.84,Tamil Nadu,7,11,2017,11,November,2017,8.0,487.0,2597.33
OD2127,Komal,Food Grains,Dals & Pulses,Trichy,2018-05-06,East,1816,0.31,127.12,Tamil Nadu,6,5,2018,5,May,2018,7.0,562.96,2631.88
OD2129,Arutra,"Eggs, Meat & Fish",Eggs,Chennai,2018-02-10,East,2167,0.29,736.78,Tamil Nadu,10,2,2018,2,February,2018,34.0,628.43,3052.11
OD2131,Vince,Food Grains,Dals & Pulses,Virudhunagar,2017-12-04,East,1945,0.25,486.25,Tamil Nadu,4,12,2017,12,December,2017,25.0,486.25,2593.33
OD2132,Hussain,Oil & Masala,Masalas,Madurai,2016-04-07,East,951,0.11,171.18,Tamil Nadu,7,4,2016,4,April,2016,18.0,104.61,1068.54
OD2135,Sudha,Snacks,Cookies,Bodi,2015-09-02,East,947,0.19,151.52,Tamil Nadu,2,9,2015,9,September,2015,16.0,179.93,1169.14
OD2137,Akash,Oil & Masala,Edible Oil & Ghee,Coimbatore,2018-09-12,East,1295,0.11,220.15,Tamil Nadu,12,9,2018,9,September,2018,17.0,142.45,1455.06
OD2138,Peer,Food Grains,Dals & Pulses,Perambalur,2018-09-12,East,1804,0.25,126.28,Tamil Nadu,12,9,2018,9,September,2018,7.0,451.0,2405.33
OD2140,Muneer,Oil & Masala,Spices,Coimbatore,2018-09-07,East,1146,0.2,401.1,Tamil Nadu,7,9,2018,9,September,2018,35.0,229.2,1432.5
OD2144,Akash,Fruits & Veggies,Organic Fruits,Tirunelveli,2018-09-12,East,1431,0.18,515.16,Tamil Nadu,12,9,2018,9,September,2018,36.0,257.58,1745.12
OD2145,Rumaiza,Fruits & Veggies,Fresh Fruits,Salem,2018-12-02,East,1097,0.27,285.22,Tamil Nadu,2,12,2018,12,December,2018,26.0,296.19,1502.74
OD2151,Esther,Fruits & Veggies,Organic Vegetables,Virudhunagar,2017-12-04,East,1313,0.24,223.21,Tamil Nadu,4,12,2017,12,December,2017,17.0,315.12,1727.63
OD2155,Esther,Oil & Masala,Masalas,Kanyakumari,2016-12-07,East,1066,0.33,319.8,Tamil Nadu,7,12,2016,12,December,2016,30.0,351.78,1591.04
OD2156,Jonas,Food Grains,Atta & Flour,Chennai,2016-08-09,East,1936,0.3,135.52,Tamil Nadu,9,8,2016,8,August,2016,7.0,580.8,2765.71
OD2157,Ridhesh,Beverages,Health Drinks,Perambalur,2017-11-07,East,656,0.25,209.92,Tamil Nadu,7,11,2017,11,November,2017,32.0,164.0,874.67
OD2158,Vidya,Fruits & Veggies,Organic Vegetables,Namakkal,2017-05-03,East,2052,0.32,266.76,Tamil Nadu,3,5,2017,5,May,2017,13.0,656.64,3017.65
OD2159,Verma,Bakery,Breads & Buns,Perambalur,2017-02-07,East,1589,0.34,301.91,Tamil Nadu,7,2,2017,2,February,2017,19.0,540.26,2407.58
OD2162,Adavan,Oil & Masala,Spices,Kanyakumari,2018-12-10,East,550,0.21,132.0,Tamil Nadu,10,12,2018,12,December,2018,24.0,115.5,696.2
